ID_1,attn_dict_common
1274,"{'assam': [0.843193889, 0.780746102, 0.31186747600000003], 'mamata': [0.17337544300000002, 0.32732939699999997, 0.5339538460000001], 'bengali': [0.165870503, 0.289831161, 0.07976649], 'banerjee': [0.848788202, 0.49839097299999996, 0.32736966]}"
1275,"{'mallya': [0.53665632, 0.40436184399999997, 0.19925132399999998], 'court': [0.23747132699999998, 0.257909149, 0.411562383], 'appear': [0.37216687200000004, 0.464531064, 0.199892133], 'proclaimed': [0.32639664399999996, 0.34700411600000003, 0.153639928], 'failed': [0.270640194, 0.330698699, 0.296131879], 'offender': [0.10578699400000001, 0.206137314, 0.40923929200000003], 'vijay': [0.129617333, 0.293487906, 0.139536813]}"
1276,"{'khalid': [0.21184808, 0.242211223, 0.060754012], 'mevani': [0.290040642, 0.43369841600000003, 0.098431252], 'pune': [0.198487163, 0.19524075100000002, 0.471500129], 'umar': [0.486688286, 0.528099895, 0.5482831], 'maharashtra': [0.048811056, 0.5955001120000001, 0.519850314], 'violence': [0.44925904299999997, 0.981242895, 0.077332519], 'student': [0.096525297, 0.268570364, 0.140546575]}"
1277,"{'talaq': [0.591301203, 0.35371837, 0.298313498], 'triple': [0.34380084299999997, 0.18857203399999997, 0.072149947], 'rajya': [0.650340915, 0.391234875, 0.34146359600000004]}"
1278,"{'fire': [0.606818259, 0.398568273, 0.502775788], 'marol': [0.5314518810000001, 0.20088790399999998, 0.19798626], 'maimoon': [0.184661418, 0.096265763, 0.10841158], 'mumbai': [0.140379459, 0.13074122400000002, 0.459256589], 'building': [0.444184721, 0.42113366700000004, 0.217311993]}"
1279,"{'vishwas': [0.163562283, 0.356256932, 0.34999337799999997], 'rajya': [0.651843905, 0.812282026, 0.70669961]}"
1280,"{'maharashtra': [0.47979286299999996, 0.35642179799999996, 0.269338995], 'koregaon': [0.169646025, 0.0, 0.14701399199999998], 'violence': [0.145452365, 0.086961284, 0.0], 'bhima': [0.087637529, 0.0, 0.11511650699999999]}"
1281,"{'aap': [0.273168921, 0.612509489, 0.28424978300000003], 'gupta': [0.295604199, 0.594246089, 0.12182266300000001]}"
1282,"{'bill': [0.298946053, 0.34431570799999994, 0.12006530900000001], 'talaq': [0.650126994, 0.5986477729999999, 0.041859869], 'triple': [0.41818538299999997, 0.29997897100000004, 0.049550664], 'rajya': [0.698836207, 0.8067961929999999, 0.141200453]}"
1284,"{'fog': [0.123786718, 0.130301788, 0.089126989], 'flight': [0.075131245, 0.560741127, 0.486028671], 'delayed': [0.249141812, 0.470788062, 0.116782106], 'dense': [0.066807196, 0.10831061, 0.0]}"
1285,"{'bill': [0.14980849599999999, 0.34431570799999994, 0.19259396199999998], 'triple': [0.30187597899999996, 0.29997897100000004, 0.207865432], 'talaq': [0.565517187, 0.5986477729999999, 0.334101349], 'rajya': [0.6366069320000001, 0.8067961929999999, 0.6901904940000001]}"
1286,"{'talaq': [0.6630985739999999, 0.8302226659999999, 0.139077917], 'triple': [0.045181833, 0.107506603, 0.026102405], 'ishrat': [0.6722128390000001, 0.76238054, 0.16583077599999999], 'petitioner': [0.031681105, 0.04071011, 0.013611773], 'jahan': [0.286820292, 0.523038566, 0.394844562], 'bjp': [0.085256159, 0.229388326, 0.081855223]}"
1287,"{'draft': [0.307515025, 0.40678963100000004, 0.077771127], 'nrc': [0.2565099, 0.112566493, 0.298308253], 'assam': [0.558601797, 0.163985148, 0.363903821], 'citizen': [0.516896129, 0.9969406129999999, 0.07913737], 'document': [0.270908505, 0.17149613800000002, 0.196279094], '19': [0.039025389, 0.081481703, 0.49401298200000004]}"
1288,"{'gokhale': [0.7309275270000001, 0.15304094599999998, 0.171313778], 'foreign': [0.21023829300000002, 0.24852038899999998, 0.07772836799999999], 'keshav': [0.132064193, 0.460878998, 0.584300876], 'secretary': [0.17534719399999998, 0.47944897399999997, 0.075106166], 'ifs': [0.410683185, 1.0, 1.0], 'vijay': [0.18921834199999998, 0.23724308600000002, 0.18347773], '1981': [0.305437505, 0.132092357, 0.117690645], 'diplomat': [0.543825805, 0.164037824, 0.116010785], 'batch': [0.47895753399999996, 0.10649786900000001, 0.184693128]}"
1289,"{'draft': [0.94671458, 0.40678963100000004, 0.077771127], 'nrc': [0.219020888, 0.112566493, 0.298308253], 'document': [0.270727515, 0.17149613800000002, 0.196279094], 'assam': [0.367025673, 0.163985148, 0.363903821], 'crore': [0.24601166, 0.141703874, 0.076319277], 'check': [0.035387918, 0.023292525, 0.072523773], '19': [0.039612897, 0.081481703, 0.49401298200000004], 'citizen': [0.42946219399999996, 0.9969406129999999, 0.07913737]}"
1293,"{'others': [0.19391402600000002, 0.42767188, 0.0], 'mumbai': [0.068282135, 0.263969004, 0.37546029700000005], 'pub': [0.07872715599999999, 0.387277782, 0.03946615], 'kamala': [0.0, 0.13040325, 0.09403912], 'mill': [0.0, 0.5987834329999999, 0.066455841]}"
1294,"{'bill': [0.302442759, 0.9999952320000001, 0.155584171]}"
1295,"{'kabul': [0.168945298, 0.09453420300000001, 0.08974917199999999], 'steadfast': [0.015812157, 0.014269634, 0.022716227999999998], 'india': [0.38679403100000004, 0.31292101699999997, 0.41491994299999996], 'cowardly': [0.0, 0.112356402, 0.147019252], 'afghanistan': [0.12388110199999999, 0.06392540000000001, 0.23172253399999998], 'terror': [0.0, 0.29524540899999996, 0.27259087600000004]}"
1296,"{'fire': [0.406900495, 0.36448642600000003, 0.394382268], 'pub': [0.262603998, 0.129773065, 0.209573105], 'mumbai': [0.072543614, 0.0, 0.08531025099999999], 'mill': [0.595307469, 0.422449619, 0.33073175], 'kamala': [0.044743776, 0.165339336, 0.114945017], 'compound': [0.261315495, 0.182049811, 0.10678342699999999], 'rooftop': [0.076259255, 0.16438256199999998, 0.059350122000000005]}"
1297,"{'bill': [0.16258119, 0.9999952320000001, 0.06502302], 'talaq': [0.49288830200000006, 0.411520779, 0.0], 'triple': [0.26024597899999996, 0.167273149, 0.0], 'woman': [0.171883672, 0.222976536, 0.201676995], 'right': [0.13262765099999999, 0.265135795, 0.034786072]}"
1298,"{'kulbhushan': [0.41470733299999996, 0.29205054, 0.5162509679999999], 'pakistan': [0.48893699, 0.496927768, 0.384935498], 'jadhavs': [0.140332446, 0.795719862, 0.17459327], 'swaraj': [0.667258441, 0.551205695, 0.136582971], 'sushma': [0.35084602200000004, 0.127370402, 0.073682517], 'said': [0.152348578, 0.639040053, 0.119993016]}"
1299,"{'since': [0.12600915099999999, 0.10498417199999999, 0.191704065]}"
1300,"{'bill': [0.211266056, 0.9999952320000001, 0.142807469], 'muslim': [0.408970237, 0.44244003299999995, 0.26540342], 'talaq': [0.462184906, 0.411520779, 0.150438577], 'triple': [0.170298621, 0.167273149, 0.078649379], 'law': [0.28566798600000004, 0.626097858, 0.5289301279999999]}"
1301,"{'minister': [0.160889834, 0.24627554399999999, 0.150872752], 'cabinet': [0.312349975, 0.048361797000000005, 0.433479011]}"
1302,"{'malegaon': [0.150089219, 0.036590826, 0.0], 'accused': [0.229770869, 0.770309687, 0.08042457], 'sadhvi': [0.13661626, 0.0, 0.595787227], 'purohit': [0.09336435800000001, 0.765893698, 0.263973415], 'blast': [0.771632075, 0.221799925, 0.8423161509999999], 'pragya': [0.0, 0.0, 0.15280959], 'case': [0.41294372100000004, 0.272822618, 0.031108822999999997], 'col': [0.0, 0.0, 0.218135357], 'lt': [0.0, 0.0, 0.24284909699999999], 'court': [0.405454934, 0.09288050199999999, 0.232361913]}"
1303,"{'gujarat': [0.185222164, 0.21695572100000002, 0.20323938100000002], 'rupani': [0.216165677, 0.48437836799999995, 0.08894258699999999], 'minister': [0.22802338, 0.442583501, 0.879915535], 'vijay': [0.293403447, 0.597388923, 0.058801752], 'ceremony': [0.132362217, 0.494016975, 0.454156667]}"
1304,"{'torch': [0.233796731, 0.317496836, 0.185821563], 'patient': [0.283840269, 0.250386387, 0.148064524], 'light': [0.223540992, 0.071752734, 0.189471051]}"
1305,"{'finger': [0.128140524, 0.165150985, 0.07705804], 'obscene': [0.236863226, 0.049986525999999996, 0.192746907], 'lewd': [0.223099455, 0.25475567600000004, 0.08804124599999999], 'emoji': [0.432877749, 0.313833833, 0.166857228], 'middle': [0.163936064, 0.242181242, 0.128902763], 'gesture': [0.5301307439999999, 0.415937692, 0.145594224], 'notice': [0.263512343, 0.32953903100000004, 0.090543471], 'whatsapp': [0.524048448, 0.401469201, 0.143565595], 'showing': [0.14649725, 0.10364864, 0.109203026], 'offence': [1.0, 1.0, 0.250584632], 'legal': [0.23694357300000002, 0.06837, 0.052830517], 'illegal': [0.267620146, 0.16674746599999998, 0.086608097], 'practises': [0.09158734199999999, 0.067835547, 0.314624429]}"
1306,"{'mahadayi': [0.223967552, 0.190611854, 0.18449079999999998], 'river': [0.258224159, 0.214636028, 0.061384764], 'karnataka': [0.5539053079999999, 0.635311246, 0.11267785699999999], 'water': [0.48212674299999997, 0.239395231, 0.075271361], 'bandh': [0.554974318, 0.20147194, 0.263498902], 'siddaramaiah': [0.062756732, 0.5534020070000001, 0.029630372000000002]}"
1307,"{'kulbhushan': [0.50579071, 0.192546621, 0.5162509679999999], 'pakistan': [0.8392642140000001, 0.17473661899999998, 0.384935498], 'jadhavs': [0.31144371600000004, 0.14434064900000002, 0.17459327]}"
1308,"{'thakur': [0.8733941909999999, 0.230004042, 0.248421296], 'himachal': [0.864561975, 0.23623858399999997, 0.090667076], 'pradesh': [0.333671063, 0.11731317599999999, 0.139965922], 'minister': [0.902014256, 0.525320888, 0.150872752], 'oath': [0.5883705020000001, 0.0, 0.021688002999999997], 'shimla': [0.0, 0.567489564, 0.112754881]}"
1310,"{'encounter': [0.062376298, 0.13599461300000001, 0.293103099], 'killed': [0.058504067, 0.49121096700000005, 0.065511346]}"
1311,"{'rupani': [0.286022961, 0.48437836799999995, 0.324310273], 'patel': [0.493286878, 0.0, 0.32290667300000003], 'gujarat': [0.263775229, 0.21695572100000002, 0.32065469], 'minister': [0.35959872600000004, 0.442583501, 0.455140352], 'vijay': [0.113185786, 0.597388923, 0.105608054], 'nitin': [0.392113954, 0.079849102, 0.048998658], 'deputy': [0.5492565629999999, 0.139034241, 0.09321117400000001], 'oath': [0.0951823, 0.21678336, 0.39285144200000005]}"
1312,"{'ngo': [0.591482341, 0.22879852399999998, 0.0], 'transparency': [0.047587007, 0.013909597, 0.20052225899999998], 'account': [0.12553414699999998, 0.281303674, 0.146314055], 'open': [0.350470722, 0.282286495, 0.0], 'bank': [0.292418212, 0.871409535, 0.318902671], 'designated': [0.086199112, 0.17753472899999997, 0.731200814], 'detrimental': [0.01059258, 0.146385297, 0.09083134699999999]}"
1313,"{'metro': [0.602306366, 0.3181099, 0.4695535], 'line': [0.431854725, 0.22788709399999998, 0.171097353], 'noida': [0.375934511, 0.11110732, 0.145962968], 'magenta': [0.731786132, 0.405157626, 0.49271455399999997], 'botanical': [0.575320661, 0.0, 0.27633497100000004], 'garden': [0.288556814, 0.0, 0.472654939]}"
1314,"{'muslim': [0.381533086, 0.201354936, 0.21680373], 'talaq': [0.09657239199999999, 0.547546446, 0.12874727], 'triple': [0.045980502, 0.06755022, 0.048510801], 'bill': [0.050272319, 0.119964875, 0.385721773], 'right': [0.029137271, 0.13131018, 0.093172424]}"
1315,"{'fare': [0.077531397, 0.562862039, 0.0], 'train': [0.42941260299999995, 0.324013889, 0.41820275799999995], 'first': [0.17729403100000002, 0.127676398, 0.228698596], 'local': [0.055978473, 0.155362993, 0.034754254]}"
1316,"{'bypoll': [0.36725378, 0.409693956, 0.257819772], 'dhinakaran': [0.424310476, 0.746305883, 0.19655643399999997], 'vote': [0.5147931579999999, 0.638717592, 0.27099758399999996], 'aiadmk': [0.125931546, 0.416337311, 0.18107065600000002]}"
1317,"{'jadhavs': [0.49503412799999996, 0.84386754, 0.517560303], 'jadhav': [0.398312956, 0.284788191, 0.063113652], 'pakistan': [0.514031589, 0.97452116, 0.201574102], 'meeting': [0.39643883700000004, 0.511531055, 0.38115832200000005], 'islamabad': [0.472739309, 0.677646399, 0.171566799], 'kulbhushan': [0.0, 0.520215154, 0.202062696]}"
1318,"{'pradesh': [0.161320955, 0.061202597000000004, 0.10063394199999999], 'pm': [0.36976158600000003, 0.607810974, 0.798830807]}"
1319,"{'lalu': [0.303867519, 0.116379291, 0.170125455], 'fodder': [0.023777699, 0.08550027800000001, 0.059122268], 'case': [0.313773215, 0.082938366, 0.496697932], 'scam': [0.545642674, 0.26012066, 0.022206649], 'court': [0.400879741, 0.287091941, 0.259021133], 'convicted': [0.167222098, 0.390333384, 0.309435129], 'verdict': [0.252039075, 0.31578508, 0.143059894], 'ranchi': [0.598378658, 0.066430554, 0.115429565]}"
1321,"{'sawai': [0.598478973, 0.602634966, 0.794337273], 'bus': [0.223007664, 0.168313235, 0.365306884], 'madhopur': [0.39359867600000004, 0.362914234, 0.364403814], 'accident': [0.284197032, 0.095921643, 0.14754155300000002], 'river': [0.363976091, 0.6274541020000001, 0.18429938], 'rescue': [0.554085195, 0.165011451, 0.26087158899999996], 'fell': [0.21174417399999998, 0.364048094, 0.29644817100000004], 'bridge': [0.180394143, 0.613983989, 0.523922145], 'affected': [0.677779555, 0.45999383899999996, 0.125774518]}"
1323,"{'metro': [0.562607825, 0.651464045, 0.49197381700000004], 'line': [0.27711013, 0.042411238, 0.17430648199999998], 'delhi': [0.223696217, 0.45794034, 0.0], 'magenta': [0.44693019999999994, 0.0, 0.5223153229999999], 'botanical': [0.411715835, 0.326481313, 0.0], 'kalkaji': [0.069678321, 0.20754805199999998, 0.0], 'garden': [0.363403827, 0.184514061, 0.0], 'inaugurate': [0.082744889, 0.0, 0.037793029]}"
1324,"{'ashram': [0.06498675, 0.18570651100000002, 0.567961335], 'woman': [0.09004189800000001, 0.092453077, 0.129141316], 'girl': [0.392213255, 0.162213877, 0.25278359699999997]}"
1325,"{'chavan': [0.166361958, 0.49674993799999995, 0.569293976], 'sanction': [0.36399486700000006, 0.325464338, 0.14826113], 'prosecute': [0.161982596, 0.45651900799999995, 0.205009893], 'adarsh': [0.027420281, 0.075008743, 0.183339521], 'governor': [0.070615232, 0.5881720189999999, 0.144692257], 'maharashtra': [0.153508276, 0.10446544, 0.246186525], 'ashok': [0.051449670999999995, 0.118033342, 0.14560931900000001], 'scam': [0.046652883, 0.514071822, 0.5756284], 'former': [0.27215841399999996, 0.244257003, 0.181930736]}"
1326,"{'china': [0.262918293, 0.6975526809999999, 0.666559637], 'talk': [0.28258433899999996, 0.0, 0.50858885], 'border': [0.08701279, 0.9999969009999999, 0.597926259]}"
1327,"{'spectrum': [0.397980839, 0.031249713, 0.9456650609999999], '2g': [0.346327007, 0.470866024, 0.089051746], 'raja': [0.664817393, 0.462376744, 0.39275178299999997], 'telecom': [0.886490345, 0.0, 0.35982427], 'cbi': [0.662007451, 0.0, 0.194779053], 'court': [0.14598111800000002, 0.246181294, 0.272894412], 'case': [0.37679815299999997, 0.30363044100000003, 0.32664606]}"
1330,"{'2g': [0.242048338, 0.084131151, 0.286790967]}"
1332,"{'adult': [0.11601149300000001, 0.273203939, 0.142241463], 'student': [0.421716779, 0.0, 0.37774241], 'pradyuman': [0.27170673, 0.24949827800000002, 0.211061567], 'tried': [0.24537561800000002, 0.365421712, 0.082224488], 'murder': [0.448931187, 0.7746827009999999, 0.463981241], 'juvenile': [0.107693285, 0.194424763, 0.390482634], 'ryan': [0.46528610600000003, 0.0, 0.46338108200000006], 'thakur': [0.10318239, 0.0, 0.44418960799999996]}"
1333,"{'ilyasi': [0.47347801899999997, 0.46939247799999995, 0.455193609], 'anju': [0.17717587899999998, 0.173737749, 0.325456917], 'wife': [0.39687669299999995, 0.5698959229999999, 0.662350774], 'suhaib': [0.082933202, 0.144781962, 0.078488886], '2000': [0.014742314, 0.466465831, 0.01866989]}"
1335,"{'ockhi': [0.39074671299999997, 0.280798495, 0.065703765], 'lakshadweep': [0.07227879, 0.08308325, 0.046913415], 'cyclone': [0.437385499, 0.824323714, 0.28371796], 'nadu': [0.093503937, 0.18853530300000002, 0.125708193], 'tamil': [0.5333503479999999, 0.469820946, 0.5944394470000001], 'package': [0.2534675, 0.154663801, 0.0], 'minister': [0.540262997, 0.19055923800000002, 0.56108278]}"
1337,"{'shop': [0.275139093, 0.375399351, 0.353230625], 'fire': [0.418409139, 0.458443582, 0.558982491], '12': [0.34199783200000006, 0.28492251, 0.39554789700000004]}"
1338,"{'himachal': [0.136615723, 0.0, 0.086755656], 'bjp': [0.18440029, 0.37450999, 0.40838483], 'gujarat': [0.12191356699999999, 0.438580573, 0.209051028], 'congress': [0.433596015, 0.265060484, 0.129693389]}"
1339,"{'cyclone': [0.523343801, 0.6784717440000001, 0.324041814], 'nadu': [0.229682207, 0.211081102, 0.108531244], 'tamil': [0.676517367, 0.54663378, 0.35925525399999997], 'ockhi': [0.207648396, 0.201644033, 0.301651716], 'kerala': [0.262451947, 0.223426118, 0.211288035], 'relief': [0.397311121, 0.17485351899999999, 0.24694848100000003], 'lakshadweep': [0.299932778, 0.117213644, 0.144592986], 'prime': [0.47599822299999994, 0.341425538, 0.081187516]}"
1340,"{'gujarat': [0.5549643639999999, 0.9358025790000001, 0.266463876], 'himachal': [0.24731977300000002, 0.20643287899999999, 0.25928846], 'pradesh': [0.240397274, 0.6208748820000001, 0.158970624], 'bjp': [0.203020245, 0.968680918, 0.304102778]}"
1341,"{'himachal': [0.09986855800000001, 0.20643287899999999, 0.060449202], 'congress': [0.141749933, 0.9258564709999999, 0.056258924], 'pradesh': [0.044616289, 0.6208748820000001, 0.042623397], 'dhumal': [0.046275578, 0.0, 0.222697198]}"
1342,"{'gujarat': [0.399710566, 0.549970627, 0.266463876], 'poll': [0.068436362, 0.185341194, 0.20599240100000002], 'bjp': [0.404270232, 0.07157255, 0.304102778], 'result': [0.192031518, 0.309987962, 0.169446945], 'himachal': [0.027291125, 0.19993156199999998, 0.25928846]}"
1343,"{'gujarat': [0.141518101, 0.438580573, 0.209051028], 'himachal': [0.110279351, 0.0, 0.086755656], 'bjp': [0.45458984399999997, 0.37450999, 0.40838483], 'congress': [0.240821376, 0.265060484, 0.129693389], 'pradesh': [0.052961811, 0.036427319, 0.034640173999999996]}"
1344,"{'assembly': [0.101867899, 0.058920155999999994, 0.09340927]}"
1345,"{'powersurplus': [0.452804059, 0.306813836, 0.579736829], 'project': [0.15410912, 0.32880160199999997, 0.248774305], 'mizoram': [0.075226232, 0.192109495, 0.290589482], 'northeast': [0.508305669, 0.42816680700000004, 0.5440467]}"
1346,"{'talwars': [0.170002863, 0.211065769, 0.0], 'aarushi': [0.24009268, 0.099364311, 0.1314096], 'hemraj': [0.069584332, 0.043478247000000005, 0.074177288], 'nupur': [0.253755629, 0.30512905100000004, 0.433936834], 'talwar': [0.23614125, 0.113372244, 0.183779374], 'hemrajs': [0.128440112, 0.0, 0.320979565], 'rajesh': [0.428395212, 0.185138479, 0.09961801], 'acquittal': [0.278986186, 0.204970717, 0.176343411]}"
1347,"{'gandhi': [0.270240068, 0.100528248, 0.486174911], 'rahul': [0.015338153, 0.13644959, 0.574374676], 'sonia': [0.328160435, 0.192244112, 0.258874655], 'party': [0.029003544, 0.07217493700000001, 0.027497793], 'congress': [0.15065898, 0.318484902, 0.42563194], 'president': [0.123908974, 0.221359372, 0.111422144]}"
