,ID,dd_sentiment_np,ndtv_sentiment_np,tn_sentiment_np
21,21,"{'hostage': -0.6704412000000001, 'cordon': -0.979645, 'big breakthrough': -0.966893, 'gun battle': -0.872329, 'close touch': -0.487135, 'Pulwama attack mastermind': -0.97427, 'Jammu': -0.932256, 'boy Aatif Ahmad': -0.893824, 'Sajjad Khan': -0.7509919999999999, 'terrorits': 0.0, 'death toll': -0.97322, 'operation': -0.9402706666666667, 'people': -0.736426, 'Delhi police': -0.487135, 'Baramulla': -0.97322, 'minor boy': -0.893824, 'Bandipora': -0.959516, 'Kashmir': -0.9393955, 'Shopian': -0.9764325}","{'Officials': 0.0, 'sides': 0.0, 'Twitter': 0.0, 'encounter': -0.652505, 'Firing': -0.652505, 'house': -0.941013}","{'AK-47 rifles': -0.3953665, 'ANI': -0.959691, 'dead bodies': 0.0, 'Central Reserve Police': 0.0, 'Northern Command officials': -0.959765, 'operation': 0.0, 'story': 0.0, 'encounter': -0.889375}"
22,22,"{'Lahore Resolution': 0.0, 'stern objection': -0.649542, 'Kumar': -0.367399, 'similar events': -0.015404333333333353, 'annual event': -0.015404333333333353, 'event': -0.015404333333333353, 'reception': -0.833654}","{'Hurriyat leaders': -0.939213, 'politicians': -0.417093, 'Ministers VK Singh': 0.475336, 'event': -0.23965600000000004, 'Gajendra Singh Shekhawat': 0.475336, 'Critics': -0.937976, 'senior former bureaucrat': -0.869596, '30-odd Hurriyat leaders': -0.939213, 'Union Ministers': 0.475336, 'Delhi': -0.8692765, 'environment': 0.0, 'senior government official': -0.8908383333333333, 'direct contact': -0.9413935}","{'government sources': -0.676536, 'ANI': -0.730814, 'military installations': -0.574606, 'Jaish e Mohammed': -0.574606, 'minister': -0.12833450000000002, 'J&K leaders': -0.8323395, 'MoS': 0.0, 'air strikes': 0.0, 'Government': -0.676536, 'Hurriyat': -0.838406, 'Gajendra Singh Shekhawat': 0.0, 'VK Singh': 0.0, 'celebrations': -0.5167243333333333, 'latest stance': -0.56798, 'Union Minister Prakash': -0.12833450000000002, 'New Delhi': -0.765573}"
23,23,"{'officials': -0.811468, 'order': -0.404428, 'Jamaat-e-Islami Jammu': -0.6832763333333333, 'hardline faction': -0.5508016666666666, 'confiscation order': -0.404428, 'Jammu': -0.6832763333333333, 'Centre': -0.796015, 'foreign exchange law': -0.70536825, 'Enforcement Directorate': -0.965065, 'hardline': -0.5508016666666666, 'anti-terror law': -0.928204, 'Syed Ali Shah': -0.4472225, 'foreign currency': -0.6433766666666666, 'Special Director rank': -0.808856, 'Jammu Kashmir Liberation': -0.6792674, 'Kashmir': -0.6877146666666668, 'penalty': -0.894445}","{'valley': -0.724292, 'Cabinet Committee': -0.800867, 'terror outfit leaders': -0.621677, 'terrorism': -0.915655, 'close touch': -0.4533955, 'Minister Narendra Modi': 0.0, 'conversations': -0.9393545, 'organisation': -0.4533955, 'tough stance': -0.800867, 'tolerance': -0.915655, 'Security': -0.3309535, 'separatist leaders': -0.6502725999999999, 'Central government': -0.915655, 'Hurriyat leaders': -0.621677, 'senior official': -0.7457834999999999, 'Hizbul Mujahideen': -0.906791, 'Pakistan': -0.928261, 'series': -0.661907, 'centre': -0.8152634999999999, 'intelligence officials': -0.8137659999999999, 'Kashmiri Pandits': 0.0, 'close watch': -0.4533955, 'state police': 0.0, 'terrorist organisations': -0.4533955, 'Home Secretary Rajiv': -0.830775, 'decision': -0.800867}","{'Jamaat-e-Islami Jammu': -0.679087, 'Dr Rubiya Sayeed': 0.0, 'J&K issue': -0.809737, 'Home Secretary Rajiv': -0.350551, 'murder IAF personnel': 0.0, 'Malik': -0.7834556666666668, 'separatist ideology': -0.8455334999999999, 'Jammu': -0.679087, 'Investigation': 0.0, 'Enforcement Directorate': -0.870536, 'Central Bureau': -0.391816, 'organisation': -0.453877, 'ban': -0.365063, 'IAF personnel': 0.0, 'ED': -0.870536, 'Detrimental steps': 0.610504, 'personnel': 0.0, 'murder': 0.0, 'Kashmir': -0.4937334, 'review': 0.0, 'Home Secretary': -0.350551, 'Central government': -0.391816, 'Jammu Kashmir Liberation': -0.49889137499999997, 'crackdown': -0.857305, 'stringent Foreign Exchange': -0.870536, 'security': 0.0}"
24,24,"{'bravery': 0.479527, 'reality': -0.821426, 'Ram Gopal Yadav': -0.4077705, 'lives': -0.917749, 'Ram Gopal Ji': -0.4077705, 'international media': 0.381252, 'Opposition leaders': -0.005684999999999968, 'Congress royal dynasty': -0.1685475, 'senior leader': -0.24119966666666662, 'distinction': 0.615479, 'agency': 0.572656, 'BJP leader Arun': -0.24119966666666662, 'nation': 0.572656, 'government': 0.572656, 'forces': 0.7622395, 'country': 0.0, 'Kashmir': -0.917749, 'opposition': 0.6479295, 'Sam Pitroda': -0.23830499999999996, 'Pulwama issue': -0.465931, 'Balakot airstrike': -0.32262, 'Congress': -0.1685475, 'advisor': 0.381252, 'senior BJP leader': -0.24119966666666662, 'PM': -0.834633, 'death toll': 0.0, 'Congress President': -0.1685475}","{'officials': -0.503846, 'prosperous region': 0.980182, 'new relationship': -0.0577105, 'Kashmiri': 0.0, 'countries': -0.509855, 'Imran Khan': -0.18288549999999998, 'message': -0.861416, 'Lahore Resolution': -0.861416, 'air': 0.0, 'Masood Azhar': -0.981552, 'J&K separatists': -0.861416, 'New Delhi': -0.0577105, 'people': 0.988631, 'subcontinent': 0.9843679999999999, 'separatists': -0.861416, 'direct contact': -0.922511, 'Kashmir': -0.920218, 'greetings': -0.861416}","{'mutual concerns': -0.20211866666666667, 'wishes': 0.980875, 'msg': 0.999401, 'CRPF personnel': -0.873228, 'payload': -0.809758, 'eve': 0.985064, 'relationship': -0.508507, 'mutual understanding': -0.20211866666666667, 'best wishes': 0.980875, 'comprehensive dialogue': 0.551849, 'fighter jets': -0.8674543333333333, 'Force fighter jets': -0.8443757999999999, 'central issue': 0.021670999999999996, 'sub-continent work': 0.9638405, 'terrorist organisations': -0.62314, 'mutual respect': -0.20211866666666667, 'long winter': 0.92792, 'loggerheads': -0.885008, 'greetings': 0.980875, 'issues': 0.021670999999999996}"
25,25,"{'India': 0.0, '37-year-old cricketer': 0.04068214285714285, 'highest civilian honour': 0.0, 'Test caps': 0.0, 'World Cup': 0.0, 'Bharatiya Janata Party': 0.937816, 'Minister Narendra Modi': 0.54967025, 'Sri Lanka': 0.0}","{'cricket': 0.0, 'Pulwama terror attack': -0.349863, 'high-profile campaigner': 0.0, 'constituency': 0.0, 'fabulous platform': 0.0, 'cricketer': -0.35915766666666665, 'country': 0.813074, 'Arun Jaitley': -0.961094, 'significant induction': -0.961094, 'press conference': 0.0, 'candidates': -0.961094, 'election': -0.28545224999999996, 'sources': 0.0, 'incidents': 0.836513, 'Twitter': 0.06054399999999999, 'commentator': 0.0, 'prestigious Delhi constituency': 0.0, 'PM': 0.0, 'national election': -0.28545224999999996, 'Delhi': 0.0, 'soldiers': -0.929453, 'decision': 0.0, 'posts': 0.4182565}","{'role': 0.0, 'upcoming Lok Sabha': -0.350379, 'Meenakshi Lekhi': 0.0, 'Padma Shri award': 0.0, 'opportunity': 0.812954, 'Bharatiya Janata Party': 0.16790925, 'Delhi constituency': 0.368495, 'better place': 0.88875, 'T-20 World': 0.0, 'country': 0.840714, 'Arun Jaitley': 0.0, 'final decision': 0.0}"
26,26,"{'Gandhinagar': 0.0, 'candidates': 0.00808399999999998, 'BJP': 0.3406263333333333, 'Bihar': -0.712191, 'BJP president Amit': 0.3406263333333333}","{'candidates': -0.6150206666666667, 'list': -0.929764, 'Twitter': -0.900832, 'BJP': -0.922531}","{'Gandhinagar constituency': 0.0, 'colour festival': 0.994692, 'absolute majority': 0.0, 'West Bengal': 0.997289, 'states': 0.4986445, 'general elections': 0.497346, 'tables': 0.0, 'Holi': 0.994692, 'India': 0.994692, 'Andhra Pradesh': 0.0, 'government': 0.0, 'Minister JP Nadda': 0.8308577500000002, 'National Democratic Alliance': 0.0, 'seats': 0.0}"
27,27,"{'people': 0.0, 'probe': 0.0, 'Rajinder Chaudhary': 0.0, 'place': -0.718059}","{'terror': -0.722494, 'Indian temples': -0.43479225, 'ka badla bomb': 0.0, 'Haryana Police': -0.465869, 'men': -0.839231, 'case': -0.465869, 'terror cases': -0.6020783333333333, 'Mecca Masjid': 0.0, 'probe': 0.06141249999999998, 'Rashtriya Swayamsevak Sangh': 0.0, 'Lokesh Sharma': 0.0, 'bombing': -0.931738, 'terror attack': -0.6020783333333333, 'verdict': -0.739191, 'terror attacks': -0.6020783333333333, 'Raghunath Mandir': 0.0, 'Lahore': -0.568214, 'Delhi': -0.568214, 'people': -0.861883, 'Sunil Joshi': -0.811298, 'counsel Rajan Malhotra': 0.0, 'Sankat Mochan Mandir': 0.0}","{'lives': 0.0, 'charges': -0.425138, 'passengers': 0.0, 'case': 0.10559199999999999, 'India Majlis-e-Ittehadul Muslimeen': -0.959918, 'Pakistani': 0.0, 'justice': -0.959918, 'last-minute plea': 0.0, 'trial': 0.0, 'Rahila': 0.0, 'shoddy prosecutions': -0.959918, 'terror attack': -0.425138, 'evidence': 0.0, 'terror attacks': -0.425138, 'Amit': -0.850276, 'Sadhiv Pragya': -0.342872, 'Pragya': -0.342872, 'Sadhvi Pragya Thakur': -0.342872, 'Pakistan': 0.0, 'place': 0.0, 'application': 0.0, 'charge sheet': -0.425138, 'Madhya Pradesh': 0.0, 'daughter': 0.0, 'Sunil Joshi': 0.0}"
28,28,"{'India': -0.9524630000000001, 'Court': -0.9277295000000001, 'Crore PNB Scam': -0.4767935, 'Mehul Choksi': -0.971405, 'Metropolitan Police': -0.921938, 'fraud': -0.971405, 'arrest': -0.6184863333333334, 'light': -0.971405, 'crore PNB scam': -0.4767935}","{'Instagram': -0.616037, 'credit': -0.96183, 'Punjab National Bank': -0.8962486000000001, 'case': -0.688607, 'rogue PNB staff': -0.914979, 'Twitter': -0.616037, 'Enforcement Directorate': -0.96183, 'Barbuda': -0.9908, 'cent': -0.567353, 'Britain': -0.96738, 'Mehul Choksi': -0.976315, 'state-run Punjab National': -0.87985325, '48-year-old billionaire': -0.958855, 'illegal guarantees': -0.96183, 'officers': -0.96183}","{'fugitive diamantaire': -0.33116833333333334, 'arrest warrant': -0.6198509999999999, 'president Rahul Gandhi': -0.8722316666666666, 'loans': -0.66661, 'arrest': -0.6198509999999999, 'Congress president': -0.580546, 'Twitter': -0.645535, 'economic offenders': -0.4234, 'Enforcement Directorate': -0.708488, 'Congress': -0.580546, 'Modi’s activities': -0.769743, 'fugitive diamond merchant': -0.33116833333333334, 'public rally': -0.940154, 'Metropolitan Police': -0.641616, 'BJP': -0.863624, 'special kind': -0.976528, 'Oxford Street': 0.554845, 'request': -0.708488}"
29,29,"{'Godhra Police': -0.952407, 'submissions': -0.952407, 'Godhra train carnage': -0.952407}","{'imprisonment': 0.0, 'incident': 0.0, 'people': -0.587845, 'different investigation': 0.0, 'life imprisonment': -0.14696125, 'large scale riots': 0.0, 'Twitter': -0.715425}","{'massive violence': 0.0, 'violent mob': 0.0, 'IPC': 0.0, 'mob': 0.0, 'coach': 0.0, 'Gujarat Police': 0.0, 'Ayub': -0.571722, 'conviction': 0.0, 'Gujarat': 0.0, 'incident': 0.0, 'Ayodhya': 0.0, 'people': 0.0, 'life sentence': -0.4537895, 'death penalty': 0.0}"
30,30,"{'Amit': 0.0, 'National Investigation': 0.0, 'Sunil Joshi': 0.0, 'eyewitnesses': -0.539468, 'Swami Aseemanand': 0.0, 'National Investigation Agency': 0.0, 'Pakistani woman country': -0.539468, 'Rajinder Chaudhary': 0.0, 'probe': 0.0, 'place': -0.718059, 'Jagdeep Singh': -0.539468, 'Kamal Chauhan': 0.0, 'Sandeep Dange': 0.0, 'Lokesh Sharma': 0.0, 'Pakistani woman': -0.539468, 'people': 0.0, 'blast': -0.3590295, 'plea': -0.539468, 'India-Pakistan train': -0.5366035}","{'Lokesh Sharma': 0.0, 'Kamal Chauhan': 0.0}","{'Indians': -0.536622, 'pracharak Sunil Joshi': 0.0, 'weekly train service': -0.349445, 'suitcases': 0.0, 'UPA': -0.912508, 'right-wing activist': -0.430579, 'Investigation': -0.430579, 'conspiracy': 0.0, 'Hindu terror': -0.44076475, 'live bombs': 0.0, 'Rashtriya Swayamsevak Sangh': 0.0, 'CBI': 0.0, 'train': -0.46592666666666666, 'terror attack': -0.30416933333333335, 'criminal conspiracy': 0.0, 'blast': -0.7065054000000001, 'BJP': 0.0, 'Samjhauta Express': -0.5653166000000001, 'Swami Aseemanand lawyer': -0.5381163333333333, 'terrorists': 0.0, 'Swami Aseemanand': -0.5381163333333333, 'Ravi Shankar Prasad': -0.850551, 'Hindu religion': -0.8815295, 'leader P Chidambaram': -0.912508, 'Congress': -0.912508, 'Swami': -0.5381163333333333, 'Madhya Pradesh': -0.705944, 'Lashkar-e-Taiba': 0.0, 'people': -0.723474, 'Ajmer Sharif Dargah': -0.536622, 'Samjhauta Express blast': -0.581307}"
31,31,"{'political advertisements': 0.4859913333333334, 'electoral process': 0.0, 'Participants': 0.635443, 'high priority': -0.458495, 'political advertisers': 0.3644935, 'General Elections': 0.30813680000000004, 'Voluntary Code': 0.382232, 'ethical usage': 0.0, 'expeditious action': 0.0, 'RP Act': -0.458495, 'teams': 0.0, 'mechanism': 0.0, 'violations': -0.458495, 'participants': 0.635443, 'Commissioner Sunil Arora': 0.38811, 'General Election': 0.30813680000000004, 'Facebook': 0.0, 'voter awareness': 0.0, 'transparency': 0.0, 'process': 0.0, 'various steps': 0.391825, 'Platforms': 0.0813625, 'Ethics': 0.382232}","{'Shilpa Shetty': 0.770763, 'Preity Zinta': 0.641685, 'wishes': 0.425296, 'Ishaan Khatter': 0.34633, 'separate Holi post': 0.39048525, 'Soha daughter': 0.3988833333333333, 'sister Tanisha Mukherji': 0.0, 'Sonali Bendre': -0.601234, 'Holi': 0.4751056, 'Bollywood stars': 0.850592, 'actress': 0.307728, 'Soha': 0.25084850000000003, 'wonderful time': 0.974136, 'Vicky Kaushal': 0.587386, 'Kajol': 0.912055, 'actor-husband Ajay Devgn': 0.0, 'Inaaya Sonali Bendre': 0.22756480000000004, 'Soha Ali Khan': 0.25492116666666664, 'Holi post': 0.39048525, 'daughter Inaaya': 0.43723150000000005, 'Madhuri Dixit': 0.974136, 'Sara Ali Khan': 0.1158282, 'actress mother Tanuja': 0.307728, 'Happy holi Jaipur': 0.514344090909091, 'Mumbai': 0.91582, 'Holi celebrations': 0.4751056, 'identical posts Bhumi': 0.2836474, 'Farah': 0.408646, 'daughter Inaaya Holi': 0.45131569230769225, 'Bhumi Pednekar': 0.020756000000000052, 'Holi wishes': 0.4751056, 'picture': 0.51004775, 'celebrities': 0.850592, 'Randeep Hooda': 0.587386, 'posts': 0.19633975}","{'West Bengal': 0.604725, 'Amit Chakraborty': 0.984066, 'tweets': -0.13287600000000002, 'TMC Government': -0.11194266666666663, 'attack Trinamool': -0.1688176, 'Supriyo': 0.1409613333333333, 'cause notice': 0.0, 'campaign song': -0.319902, 'Moon Moon Sen': -0.786566, 'complaint': -0.693913, 'Union Minister': 0.552948, 'BJP': -0.700518, 'Babul Supriyo': 0.1409613333333333, 'Lok Sabha constituency': -0.09092050000000002, 'candidates': 0.0, 'tweet': -0.13287600000000002, 'BJP MP': -0.04789650000000001, 'TMC': -0.11194266666666663, 'party': 0.14241149999999997, 'Mamata Banerjee': -0.562271, 'candidate list': 0.0, 'honest governance': 0.85576, 'Election Commission': 0.20157499999999998, 'Lok Sabha Elections': -0.04546025000000001, 'India Trinamool Congress': -0.14068133333333335, 'Congress': -0.44401225, 'voice': 0.868712, 'TMC supporter': -0.11194266666666663, 'TMC criticism': -0.11194266666666663, 'Public Enterprises Babul': 0.1409613333333333, 'Bharatiya Janata Party': 0.14241149999999997, 'video': 0.0, 'Bangla Charo Trinamool': -0.1688176}"
32,32,"{'Government commitment': 0.0, 'officials': 0.0, 'connection': -0.958636, 'Mumbai': -0.366076, 'special court': -0.627277, 'arrest': -0.899163, 'supplementary charge sheet': -0.366076, 'economic offenders': 0.0, 'Government': 0.0, 'ED': -0.366076, 'Judge Marie Mallon': -0.834826, 'bail': -0.834826, 'crore rupees Punjab': -0.825735, 'wife Ami role': -0.366076, 'action': 0.0}","{'Instagram': -0.616037, 'credit': -0.96183, 'case': -0.688607, 'rogue PNB staff': -0.914979, 'Punjab National Bank': -0.8962486000000001, 'Twitter': -0.616037, 'Barbuda': -0.9908, 'cent': -0.567353, 'Britain': -0.96738, 'Mehul Choksi': -0.976315, 'state-run Punjab National': -0.87985325, '48-year-old billionaire': -0.958855, 'illegal guarantees': -0.96183, 'officers': -0.96183}","{'fugitive diamantaire': -0.33116833333333334, 'arrest warrant': -0.6198509999999999, 'president Rahul Gandhi': -0.8722316666666666, 'loans': -0.66661, 'arrest': -0.6198509999999999, 'Congress president': -0.580546, 'Twitter': -0.645535, 'Indian Authorities': -0.641616, 'economic offenders': -0.4234, 'Congress': -0.580546, 'Modi’s activities': -0.769743, 'fugitive diamond merchant': -0.33116833333333334, 'public rally': -0.940154, 'Metropolitan Police': -0.641616, 'BJP': -0.863624, 'special kind': -0.976528, 'Oxford Street': 0.554845, 'request': -0.708488}"
33,33,"{'chief': 0.0, 'MGP': 0.0, 'Vishnu Wagh': 0.0, 'minister Manohar Parrikar': 0.0, 'NCP legislator': 0.0, 'strength': 0.0, 'independents': 0.0, 'Congress': 0.0, 'Deputy': 0.0, 'legislators': 0.0, 'MLAs': 0.0, 'tributes': 0.0, 'motion': 0.0, 'proceedings': 0.0, 'speaker': 0.0, 'speaker Michael Lobo': 0.0}","{'two-time MLA': 0.0, 'floor test': -0.1354725, 'Raj Bhavan': -0.480639}","{'Parrikar': 0.0, 'charge': 0.0, 'Governor': -0.3938135, 'state': -0.3938135, 'single largest party': -0.08349949999999999, 'Chief Minister': -0.6914585, 'claim': 0.0, 'floor test': -0.795306, 'new government strength': 0.43989100000000003, 'MLAs': -0.795306, 'motion': -0.795306, 'Governor Mridula Sinha': -0.3938135, 'new government': 0.5865213333333333, 'oath': -0.587611, 'people': 0.0, 'Maharashtrawadi Gomantak Party': -0.08349949999999999}"
34,34,"{'Shivpal list': -0.3278485, 'Rahul Gandhi party': 0.043692285714285704, 'nomination papers': -0.7352650000000001, 'nomination': -0.7352650000000001, 'general elections': -0.5707561666666666, 'Congress arrangements': -0.37680500000000006, 'Congress arrangement': -0.37680500000000006, 'smaller parties': -0.168856, 'Bhi Chowkidar': -0.866019, 'nomination process': -0.7352650000000001, 'seat': -0.866019, 'Gandhi campaigning event': 0.575063, 'date': -0.604511, 'Gandhi': 0.575063, 'Bhadohi district': -0.616735, 'activities': -0.7759515, 'BJP': -0.814889, 'Congress Congress issue': -0.37680500000000006, 'Lok Sabha seats': -0.6711184285714287, 'seats': -0.866019, 'campaign': -0.866019, 'Lok Sabha election': -0.6284858181818183, 'candidates': -0.3278485, 'Rahul': 0.575063, 'Uttar Pradesh': -0.09054099999999998, 'DMK': -0.81259, 'Shivpal': 0.0, 'arrangement': -0.763646, 'Prime Minister Modi': 0.575063, 'Election Commission': -0.5707561666666666, 'Congress': -0.37680500000000006, 'Political parties': -0.28504983333333334, 'Rashtriya Lok Dal': -0.6711184285714287, 'Election battle': -0.5707561666666666, 'people': -0.866019}",{},"{'West Bengal': 0.604725, 'Amit Chakraborty': 0.984066, 'tweets': -0.13287600000000002, 'TMC Government': -0.11194266666666663, 'attack Trinamool': -0.1688176, 'Supriyo': 0.1409613333333333, 'cause notice': 0.0, 'campaign song': -0.319902, 'Moon Moon Sen': -0.786566, 'complaint': -0.693913, 'Union Minister': 0.552948, 'BJP': -0.700518, 'Babul Supriyo': 0.1409613333333333, 'Lok Sabha constituency': -0.09092050000000002, 'candidates': 0.0, 'tweet': -0.13287600000000002, 'BJP MP': -0.04789650000000001, 'TMC': -0.11194266666666663, 'party': 0.14241149999999997, 'Mamata Banerjee': -0.562271, 'candidate list': 0.0, 'honest governance': 0.85576, 'Election Commission': 0.20157499999999998, 'Lok Sabha Elections': -0.04546025000000001, 'India Trinamool Congress': -0.14068133333333335, 'Congress': -0.44401225, 'voice': 0.868712, 'TMC supporter': -0.11194266666666663, 'TMC criticism': -0.11194266666666663, 'Public Enterprises Babul': 0.1409613333333333, 'Bharatiya Janata Party': 0.14241149999999997, 'video': 0.0, 'media': 0.72424, 'Bangla Charo Trinamool': -0.1688176}"
35,35,"{'anti-corruption ombudsman': 0.0, 'Mahender Singh': 0.0, 'communique': 0.0, 'judicial members': 0.0, 'Ajay Kumar Tripathi': 0.0, 'Indrajeet Prasad Gautam': 0.0, 'Abhilasha Kumari': 0.0, 'country': 0.0, 'Sashastra Seema Bal': 0.0}","{'candidates': 0.901203, 'High': 0.0, 'charge': 0.0, 'communique': -0.569651, 'country': 0.0, 'Rashtrapati Bhavan': -0.569651, 'Dinesh Kumar Jain': -0.2848255, 'corruption': 0.0, 'Minister Narendra Modi': 0.462928, 'Pradip Kumar Mohanty': -0.2848255, 'states': 0.0, 'Twitter': -0.715425, 'Committee': 0.4506015, 'effect': 0.0, 'appointments': 0.0, 'panel': 0.901203, 'Selection Committee': 0.300401, 'President': 0.949629, 'officer Mahender Singh': 0.0, 'President Ram Nath': 0.949629, 'corruption case': 0.0, 'body': 0.0, 'selection': 0.4506015, 'member': 0.4748145}","{'charge': 0.0, 'Dilip B Bhosale': 0.0, 'Karnataka government': 0.0, 'Minister Narendra Modi': 0.0, 'Lok Sabha Mallikarjun': 0.0, 'minister J Jayalalithaa': 0.0, 'Opposition parties': 0.0, 'effect': 0.0, 'appointments': 0.0, 'anti-corruption ombudsman': 0.621809, 'Selection Committee': 0.0, 'Speaker Sumitra Mahajan': 0.0, 'Congress leader': 0.0, 'plea': 0.0, 'law': 0.0}"
