ID_1,ndtv_dd_wordnet
45,"{'congress': ['constituency', 0.14], 'leader': ['secretary', 0.33], 'join': ['join', 1.0], 'alliance': ['alliance', 1.0], 'party': ['party', 1.0], 'sealing_wax': ['sealing_wax', 1.0], 'lead': ['lead', 1.0], 'finalize': ['finalize', 1.0], 'presence': ['presence', 1.0], 'friday': ['friday', 1.0], 'president': ['president', 1.0], 'curate': ['curate', 1.0], 'parliamentary': ['parliamentary', 1.0], 'general': ['general', 1.0], 'news': ['agreement', 0.2]}"
46,"{'sit': ['likely', 0.33], 'island': ['polls', 0.14], 'kilovolt': ['prime', 0.14], 'party': ['party', 1.0], 'campaigner': ['campaigner', 1.0], 'list': ['list', 1.0]}"
47,"{'field': ['field', 1.0], 'sit': ['sit', 1.0], 'seat': ['seat', 1.0], 'kilovolt': ['contest', 0.09], 'party': ['party', 1.0], 'campaigner': ['campaigner', 1.0], 'declare': ['declare', 1.0], 'island': ['west', 0.17], 'list': ['list', 1.0], 'seating': ['seating', 1.0]}"
48,"{'issue': ['issue', 1.0], 'bogus': ['bogus', 1.0], 'resistance': ['resistance', 1.0], 'wisdom': ['wisdom', 1.0], 'manufacture': ['manufacture', 1.0], 'state': ['state', 1.0], 'nothing': ['nothing', 1.0], 'observer': ['judge', 0.2], 'economy': ['economy', 1.0], 'demonetization': ['demonetization', 1.0], 'sphere': ['status', 0.2], 'gandhi': ['gandhi', 1.0], 'political_campaign': ['political_campaign', 1.0], 'party': ['party', 1.0], 'machine': ['plant', 0.14], 'put': ['put', 1.0], 'mandate': ['web_log', 0.17], 'loan': ['loan', 1.0], 'consequence': ['bank', 0.12], 'unpunished': ['unpunished', 1.0], 'certitude': ['certitude', 1.0], 'label': ['entitle', 0.33], 'contention': ['news', 0.14], 'travel': ['travel', 1.0], 'endeavor': ['take', 0.25], 'collect': ['address', 0.2], 'finance': ['finance', 1.0]}"
49,"{'video': ['people', 0.17], 'soil': ['soil', 1.0], 'attack': ['aid', 0.25], 'political_campaign': ['political_campaign', 1.0], 'gandhi': ['indian', 0.14], 'chief': ['chief', 1.0], 'corruptness': ['corruptness', 1.0], 'contend': ['contend', 1.0], 'launch': ['launch', 1.0], 'social': ['social', 1.0], 'flagship': ['juggernaut', 0.11], 'establish': ['establish', 1.0], 'stand': ['stand', 1.0], 'serve': ['serve', 1.0], 'difficult': ['difficult', 1.0], 'firm': ['firm', 1.0], 'advancement': ['advancement', 1.0], 'work': ['work', 1.0], 'state': ['state', 1.0], 'march': ['march', 1.0], 'entitle': ['entitle', 1.0], 'tweet': ['tweet', 1.0], 'mass': ['voice', 0.17], 'today': ['today', 1.0]}"
50,"{'campaigner': ['campaigner', 1.0], 'topographic_point': ['topographic_point', 1.0], 'party': ['party', 1.0], 'list': ['list', 1.0], 'meet': ['meet', 1.0], 'committee': ['committee', 1.0], 'constituency': ['leadership', 0.33], 'likely': ['likely', 1.0], 'phase': ['phase', 1.0], 'polls': ['polls', 1.0], 'calculate': ['expect', 0.33], 'seating': ['seating', 1.0], 'election': ['election', 1.0], 'cardinal': ['cardinal', 1.0], 'discussion': ['vote', 0.17], 'release': ['release', 1.0], 'discourse': ['take', 0.1], 'april': ['april', 1.0]}"
51,"{'tree': ['animal', 0.17], 'touch': ['social', 0.33], 'sometimes': ['foreigner', 0.97], 'personality': ['environment', 0.2], 'random-access_memory': ['random-access_memory', 1.0], 'karnataka': ['bihar', 0.33], 'instinct': ['science', 0.12], 'couple': ['folk', 0.14], 'narrative': ['literature', 0.17], 'support': ['work', 0.33], 'award': ['award', 1.0], 'thousand': ['couple', 0.17]}"
52,"{'vote': ['choice', 0.5], 'contest': ['contest', 1.0], 'massively': ['announcement', 0.88], 'alliance': ['alliance', 1.0], 'party': ['party', 1.0], 'congress': ['congress', 1.0], 'bank': ['component', 0.17], 'seating': ['seating', 1.0], 'political': ['political', 1.0], 'giant': ['leader', 0.2], 'win': ['meet', 0.33], 'door': ['airport', 0.11], 'claim': ['claim', 1.0], 'battle': ['battle', 1.0], 'campaigner': ['campaigner', 1.0], 'endeavor': ['continue', 0.25], 'travel': ['round', 0.5]}"
53,"{'voter': ['muslim', 0.17], 'respectively': ['front', 0.98], 'update': ['statement', 0.2], 'get_down': ['leave', 0.33], 'group': ['constituency', 0.25], 'election': ['election', 1.0], 'battle': ['deal', 0.2], 'include': ['include', 1.0], 'polls': ['polls', 1.0], 'announce': ['announce', 1.0], 'time': ['time', 1.0], 'general': ['general', 1.0], 'delhi': ['state', 0.2], 'seating': ['seating', 1.0]}"
54,"{'coach': ['head', 0.25], 'league': ['party', 0.25], 'corner': ['sikkim', 0.2], 'open': ['list', 0.84], 'series': ['constituency', 0.14], 'end': ['third', 0.33], 'season': ['night', 0.33], 'start': ['election', 0.14], 'state': ['declare', 0.5], 'india': ['assam', 0.17], 'meeting': ['congress', 0.2], 'let_go_of': ['let_go_of', 1.0]}"
55,"{'polls': ['polls', 1.0]}"
56,"{'voter': ['voter', 1.0], 'name_calling': ['name_calling', 1.0], 'axial_rotation': ['axial_rotation', 1.0], 'defamation': ['defamation', 1.0], 'muslim': ['leader', 0.25], 'party': ['party', 1.0], 'ailment': ['ailment', 1.0], 'court': ['court', 1.0], 'repute': ['repute', 1.0], 'electoral': ['electoral', 1.0], 'case': ['case', 1.0], 'harm': ['harm', 1.0], 'blame': ['blame', 1.0], 'file': ['file', 1.0], 'awareness': ['awareness', 1.0], 'bidding': ['bidding', 1.0], 'belong': ['look', 0.33], 'summon': ['summon', 1.0]}"
57,"{'state': ['state', 1.0], 'full': ['constituency', 0.78], 'election': ['election', 1.0], 'polls': ['topographic_point', 0.25], 'sit': ['rural', 0.33], 'seating': ['seating', 1.0], 'campaigner': ['consequence', 0.11], 'south': ['gujarat', 0.33], 'announce': ['announce', 1.0], 'calendar_month': ['calendar_month', 1.0], 'agency': ['committee', 0.33], 'general': ['general', 1.0]}"
58,"{'cannon_fodder': ['cannon_fodder', 1.0], 'bail': ['bail', 1.0], 'case': ['case', 1.0], 'treasury': ['treasury', 1.0], 'convict': ['convict', 1.0], 'deceitful': ['deceitful', 1.0], 'week': ['week', 1.0], 'term': ['blood', 0.12], 'bihar': ['bihar', 1.0], 'supremo': ['supremo', 1.0], 'animal': ['animal', 1.0], 'embezzlement': ['scam', 0.14], 'ailment': ['ailment', 1.0], 'reject': ['reject', 1.0], 'high': ['high', 1.0], 'withdrawal': ['withdrawal', 1.0], 'cardinal': ['cardinal', 1.0], 'court': ['court', 1.0], 'mention': ['mention', 1.0], 'residence': ['state', 0.11], 'pressure': ['pressure', 1.0], 'challenge': ['challenge', 1.0], 'associate': ['associate', 1.0], 'age': ['age', 1.0], 'confront': ['confront', 1.0], 'old': ['old', 1.0], 'head': ['head', 1.0], 'presently': ['presently', 1.0], 'seek': ['seek', 1.0], 'response': ['response', 1.0], 'agency': ['agency', 1.0], 'department': ['department', 1.0], 'get': ['get', 1.0], 'money': ['money', 1.0], 'early': ['early', 1.0], 'probe': ['probe', 1.0], 'justice': ['justice', 1.0], 'curate': ['curate', 1.0], 'ask': ['ask', 1.0]}"
59,"{'connection': ['loss', 0.2], 'railway': ['railway', 1.0], 'collapse': ['collapse', 1.0], 'bridge': ['bridge', 1.0], 'person': ['victim', 0.33], 'police': ['government', 0.2], 'use': ['unfortunate', 0.33], 'probe': ['probe', 1.0], 'thousand': ['prime', 0.2], 'game': ['aid', 0.33], 'artlessness': ['fortune', 0.14], 'incrimination': ['condolence', 0.12], 'agency': ['committee', 0.33], 'talk': ['announce', 0.25], 'question': ['order', 0.17], 'function': ['treatment', 0.2], 'state': ['state', 1.0]}"
60,"{'central_time': ['life', 0.14], 'give': ['give', 1.0], 'collapse': ['collapse', 1.0], 'foot': ['foot', 1.0], 'compensation': ['compensation', 1.0], 'centimeter': ['centimeter', 1.0], 'bridge': ['bridge', 1.0], 'treatment': ['treatment', 1.0], 'incident': ['incident', 1.0], 'family': ['government', 0.2], 'supply': ['supply', 1.0], 'mumbai': ['mumbai', 1.0], 'injure': ['injure', 1.0], 'die': ['die', 1.0], 'state': ['state', 1.0], 'update': ['people', 0.12]}"
61,"{'tom': ['tom', 1.0], 'party': ['party', 1.0], 'politics': ['politics', 1.0], 'leader': ['leader', 1.0], 'congress': ['congress', 1.0], 'scheme': ['policy', 0.33], 'old_age': ['decade', 0.25], 'promise': ['promise', 1.0], 'arm': ['join', 0.33], 'ease': ['come', 0.33], 'dynastic': ['dynastic', 1.0], 'beginning': ['fishery', 0.2], 'throw': ['shooting', 0.33], 'narrative': ['narrative', 1.0], 'articulation': ['articulation', 1.0], 'ticket': ['disrespect', 0.12], 'adjutant': ['fisherman', 0.2], 'strike': ['strike', 1.0], 'integrity': ['presence', 0.25], 'today': ['power', 0.17], 'admit': ['brainstorm', 0.2], 'election': ['election', 1.0], 'physique': ['temperature', 0.2], 'take': ['continue', 0.33], 'conference': ['mob', 0.2], 'move': ['decision', 0.5]}"
62,"{'ailment': ['facilitation', 0.2], 'police': ['police', 1.0], 'pocket': ['assembly', 0.12], 'state': ['state', 1.0], 'chiefly': ['perceiver', 0.93], 'election': ['election', 1.0], 'deploy': ['deploy', 1.0], 'bengal': ['field', 0.25], 'code': ['outgo', 0.12], 'look': ['acquainted', 0.33], 'committee': ['committee', 1.0], 'overseer': ['head', 0.2], 'military_officer': ['military_officer', 1.0], 'lodge': ['attend', 0.25], 'commissioner': ['commissioner', 1.0], 'behavior': ['procedure', 0.33], 'besides': ['besides', 1.0]}"
63,"{'pilgrim': ['pilgrim', 1.0], 'beginning': ['beginning', 1.0], 'sahib': ['sahib', 1.0], 'request': ['agreement', 0.25], 'nanak': ['expert', 0.2], 'land': ['land', 1.0], 'meet': ['meet', 1.0], 'terminal': ['terminal', 1.0], 'estate': ['estate', 1.0], 'construct': ['construct', 1.0], 'pakistan': ['pakistan', 1.0], 'baba': ['commissariat', 0.11], 'public': ['corridor', 0.86], 'visit': ['visit', 1.0], 'modality': ['modality', 1.0], 'values': ['values', 1.0], 'state': ['propose', 0.33], 'facility': ['art', 0.25], 'put': ['put', 1.0], 'complex': ['complex', 1.0], 'side': ['side', 1.0], 'security': ['facilitation', 0.25], 'agree': ['agree', 1.0], 'travel': ['motion', 0.25], 'undertaking': ['work', 0.5], 'report': ['draft', 0.2], 'kilometer': ['birth', 0.11], 'retaliation': ['discussion', 0.17], 'counter': ['system', 0.17], 'propaganda': ['details', 0.33]}"
64,"{'document': ['document', 1.0], 'deal': ['deal', 1.0], 'steal': ['steal', 1.0], 'secret': ['information', 0.5], 'government': ['government', 1.0], 'classify': ['associate', 0.2], 'court': ['court', 1.0], 'request': ['request', 1.0], 'bag': ['picture', 0.14], 'photocopy': ['photocopy', 1.0], 'violate': ['sensitive', 0.33], 'contend': ['contend', 1.0], 'beginning': ['centre', 0.14], 'larceny': ['larceny', 1.0], 'sphere': ['acquiescence', 0.2], 'defense_mechanism': ['defense_mechanism', 1.0], 'hazard': ['hazard', 1.0], 'combatant': ['adversary', 0.33], 'permission': ['consent', 0.5], 'state': ['state', 1.0], 'agreement': ['agreement', 1.0], 'ministry': ['ministry', 1.0], 'security': ['security', 1.0], 'unwrap': ['leak', 0.5], 'put': ['put', 1.0], 'incomplete': ['incomplete', 1.0], 'stance': ['holiness', 0.14], 'secrecy': ['secrecy', 1.0], 'negotiation': ['deliberation', 0.33], 'petitioner': ['petitioner', 1.0], 'refusal': ['disclosure', 0.25]}"
65,"{'issue': ['agenda', 0.2], 'vote': ['vote', 1.0], 'solicit': ['request', 0.5], 'political': ['voter', 0.99], 'code': ['numbers', 0.17], 'name': ['name', 1.0], 'use': ['engagement', 0.2], 'disharmony': ['personality', 0.17], 'society': ['leadership', 0.25], 'trap': ['large', 0.33], 'polls': ['topographic_point', 0.25], 'april': ['calendar_month', 0.33], 'person': ['khan', 0.33], 'base': ['web_site', 0.17], 'poll': ['awareness', 0.14], 'already': ['already', 1.0], 'motivate': ['motivate', 1.0]}"
66,"{'campaigner': ['supremo', 0.12], 'north': ['alliance', 0.6], 'list': ['party', 0.1], 'polls': ['state', 0.12], 'include': ['approaching', 0.33], 'election': ['election', 1.0]}"
67,"{'pakistani': ['terrorist', 0.17], 'election': ['election', 1.0], 'message': ['statement', 0.25], 'medium': ['television', 0.25], 'meet': ['safe', 0.33], 'about': ['strike', 0.7], 'trip': ['action', 0.17], 'curate': ['curate', 1.0], 'arabian_peninsula': ['topographic_point', 0.14], 'premier': ['premier', 1.0], 'report': ['web_log', 0.2], 'deliver': ['train', 0.17], 'seating': ['material', 0.14], 'autopsy': ['behavior', 0.17], 'panic': ['security', 0.12], 'attack': ['attack', 1.0], 'office': ['camp', 0.12], 'name': ['entitle', 0.5], 'state': ['pakistan', 0.2], 'agenda': ['doctrine', 0.17], 'chirrup': ['mishap', 0.17], 'news': ['information', 0.5]}"
68,"{'gandhi': ['campaigner', 0.25], 'april': ['sunday', 0.12], 'gujarat': ['there', 0.2], 'congress': ['congress', 1.0], 'waive': ['sit', 0.33], 'scheme': ['possibility', 0.12], 'election': ['election', 1.0], 'young': ['alliance', 0.98], 'anchor': ['choice', 0.1], 'spearhead': ['chair', 0.33], 'kick': ['expel', 0.25], 'accusation': ['munda', 0.1], 'consequence': ['piece', 0.14], 'demonetization': ['finalization', 0.25], 'date': ['date', 1.0], 'loan': ['seating', 0.12], 'work': ['electioneer', 0.5], 'party': ['party', 1.0], 'state': ['state', 1.0]}"
69,"{'soap': ['soap', 1.0], 'airspace': ['universe', 0.11], 'aviation': ['aviation', 1.0], 'aircraft': ['aircraft', 1.0], 'safety': ['safety', 1.0], 'agenda': ['issue', 0.2], 'close': ['least', 0.33], 'clang': ['clang', 1.0], 'tuesday': ['monday', 0.33], 'calendar_month': ['calendar_month', 1.0], 'state': ['state', 1.0], 'continue': ['take', 0.33], 'information': ['statement', 0.33]}"
70,"{'christian': ['christian', 1.0], 'asset': ['isolation', 0.17], 'chop': ['chop', 1.0], 'allege': ['allege', 1.0], 'collar': ['collar', 1.0], 'year': ['year', 1.0], 'case': ['case', 1.0], 'jobber': ['jobber', 1.0], 'immovable': ['court', 0.97], 'manufacturer': ['government', 0.17], 'helicopter': ['explosive_detection_system', 0.11], 'france': ['delhi', 0.14], 'prevention': ['production', 0.25], 'crime': ['scam', 0.25], 'last': ['last', 1.0], 'june': ['december', 0.33], 'publish': ['publish', 1.0], 'probe': ['inquiry', 0.5], 'act': ['answer', 0.11], 'monday': ['monday', 1.0], 'state': ['state', 1.0]}"
71,"{'tax': ['tax', 1.0], 'raid': ['raid', 1.0], 'foray': ['foray', 1.0], 'income': ['income', 1.0], 'secretary': ['secretary', 1.0], 'evasion': ['evasion', 1.0], 'agency': ['agency', 1.0], 'head': ['head', 1.0], 'former': ['former', 1.0], 'allege': ['allege', 1.0], 'crore': ['crore', 1.0], 'location': ['location', 1.0], 'elephant': ['elephant', 1.0], 'icon': ['icon', 1.0], 'statue': ['statue', 1.0], 'examination': ['examination', 1.0], 'enforcement': ['enforcement', 1.0], 'amount': ['amount', 1.0], 'tenure': ['tenure', 1.0], 'twelve': ['twelve', 1.0], 'suspect': ['suspect', 1.0], 'believe': ['believe', 1.0], 'directorate': ['directorate', 1.0], 'one-half': ['one-half', 1.0], 'curate': ['curate', 1.0], 'politics': ['capital', 0.17], 'topographic_point': ['topographic_point', 1.0], 'construct': ['construct', 1.0], 'military_officer': ['military_officer', 1.0], 'travel': ['travel', 1.0]}"
72,"{'gandhi': ['gandhi', 1.0], 'mother': ['father', 0.33], 'contest': ['blog', 0.14], 'state': ['state', 1.0], 'clang': ['impact', 0.17], 'cousin': ['person', 0.33], 'leadership': ['work', 0.33], 'get_the_better_of': ['premier', 0.33], 'criticism': ['tribute', 0.2], 'couple': ['minute', 0.11], 'constituency': ['culture', 0.2], 'idea': ['idea', 1.0], 'interrupt': ['carry_through', 0.25], 'desire': ['desire', 1.0]}"
73,"{'cousin': ['person', 0.33], 'contest': ['impact', 0.17], 'state': ['state', 1.0], 'strong': ['electoral', 0.89], 'election': ['election', 1.0], 'family': ['committee', 0.25], 'criticism': ['list', 0.17], 'mandate': ['draft', 0.25], 'couple': ['name', 0.08], 'constituency': ['court', 0.17], 'idea': ['right', 0.25], 'president': ['head', 0.2], 'national': ['national', 1.0], 'leadership': ['procedure', 0.33]}"
74,"{'soap': ['watchdog', 0.09], 'airspace': ['direction', 0.12], 'aviation': ['aviation', 1.0], 'agency': ['agency', 1.0], 'aircraft': ['aircraft', 1.0], 'safety': ['safety', 1.0], 'model': ['restriction', 0.2], 'close': ['extra', 0.33], 'european': ['airplane', 0.96], 'event': ['conformity', 0.25], 'airline': ['airline', 1.0], 'tuesday': ['monday', 0.33], 'operate': ['operate', 1.0], 'people': ['people', 1.0], 'phase': ['phase', 1.0], 'state': ['state', 1.0], 'continue': ['take', 0.33], 'accident': ['accident', 1.0], 'available': ['available', 1.0], 'loss': ['operator', 0.14], 'establish': ['establish', 1.0], 'life': ['situation', 0.25], 'decide': ['measure', 0.5], 'guarantee': ['guarantee', 1.0], 'information': ['information', 1.0], 'probe': ['probe', 1.0], 'air': ['consequence', 0.12], 'kill': ['kill', 1.0], 'file': ['input_signal', 0.14], 'up-to-the-minute': ['up-to-the-minute', 1.0], 'agenda': ['issue', 0.2], 'general': ['general', 1.0], 'get': ['receive', 0.5]}"
75,"{'prince': ['prince', 1.0], 'crown': ['crown', 1.0], 'bin': ['bin', 1.0], 'cooperation': ['cooperation', 1.0], 'muslim': ['muslim', 1.0], 'invitation': ['invitation', 1.0], 'administration': ['administration', 1.0], 'partnership': ['partnership', 1.0], 'express': ['express', 1.0], 'hazard': ['menace', 0.33], 'turn': ['turn', 1.0], 'arm': ['saudi-arabian', 0.33], 'bilateral': ['bilateral', 1.0], 'foreign': ['foreign', 1.0], 'telephonic': ['telephonic', 1.0], 'comprehensive_examination': ['action', 0.2], 'statement': ['condolence', 0.25], 'curate': ['curate', 1.0], 'india': ['india', 1.0], 'repeat': ['repeat', 1.0], 'happiness': ['happiness', 1.0], 'premier': ['premier', 1.0], 'result': ['stay', 0.25], 'sheik': ['prisoner', 0.2], 'region': ['side', 0.5], 'conversation': ['conversation', 1.0], 'thank': ['thank', 1.0], 'strength': ['strength', 1.0], 'hope': ['panic', 0.14], 'terrorism': ['terrorism', 1.0], 'war': ['battle', 0.33], 'council': ['council', 1.0], 'strategic': ['strategic', 1.0], 'march': ['addition', 0.12], 'personal_business': ['personal_business', 1.0]}"
76,"{'ethiopian': ['ethiopian', 1.0], 'pilot': ['copilot', 0.5], 'airline': ['airline', 1.0], 'airplane': ['airplane', 1.0], 'soap': ['soap', 1.0], 'flight': ['flight', 1.0], 'carrier': ['expert', 0.25], 'land': ['land', 1.0], 'accident': ['accident', 1.0], 'clang': ['clang', 1.0], 'research_worker': ['research_worker', 1.0], 'state': ['state', 1.0], 'issue': ['experience', 0.25], 'aviation': ['aviation', 1.0], 'flap': ['box', 0.17], 'minutes': ['input_signal', 0.12], 'safety': ['safety', 1.0], 'crash': ['crash', 1.0], 'indonesia': ['indonesia', 1.0], 'tons': ['day', 0.17], 'statement': ['sketch', 0.33], 'data': ['data', 1.0], 'design': ['aid', 0.2], 'jet': ['jet', 1.0], 'comparison': ['inspection', 0.33], 'path': ['direction', 0.25], 'report': ['publish', 0.2], 'sunday': ['phase', 0.17], 'fly': ['fly', 1.0], 'aircraft': ['aircraft', 1.0]}"
77,"{'terrorist': ['terrorist', 1.0], 'search': ['search', 1.0], 'brush': ['brush', 1.0], 'kill': ['kill', 1.0], 'identity': ['resoluteness', 0.2], 'force': ['force', 1.0], 'spokesman': ['khan', 0.17], 'presence': ['presence', 1.0], 'group': ['population', 0.33], 'area': ['area', 1.0], 'news': ['details', 0.33], 'security': ['security', 1.0], 'cordon': ['cordon', 1.0], 'specific': ['specific', 1.0], 'intelligence': ['intelligence', 1.0], 'fire': ['attempt', 0.17], 'add': ['root', 0.25], 'establish': ['establish', 1.0], 'state': ['state', 1.0], 'party': ['army', 0.2], 'seating': ['material', 0.14], 'get': ['installation', 0.1], 'indian': ['indian', 1.0]}"
78,"{'secretary': ['secretary', 1.0], 'foreign': ['foreign', 1.0], 'security': ['dirt', 0.17], 'state': ['state', 1.0], 'counterpart': ['group', 0.17], 'convoy': ['cooperation', 0.25], 'attack': ['attack', 1.0], 'combatant': ['terrorist', 0.25], 'policy': ['counterterrorism', 0.25], 'function': ['attempt', 0.2], 'office': ['ways', 0.2], 'installation': ['action', 0.2], 'indian': ['indian', 1.0], 'try': ['take', 0.33], 'weaponry': ['base', 0.2]}"
